fact_id,db_order_id,db_line_id,invoice_number,order_date,customer_code,customer_name,tax_code,address,province_name,product_code,product_name_pdf,product_name_clean,product_name_source,unit,quantity,unit_price,line_total,message_id,received_at
236,22,236,BH26_0956,01/03/2026,THUYTIEN,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",Tuyên Quang,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,Xe đạp Thống Nhất Puppy 20 Hồng,AUTO_CLEAN,Chiếc,5.0,1310555.0,6552775.0,<177639809695.27.6344863178936378387@thuytien.vn>,"Sun, 01 Mar 2026 11:52:01 +0700"
237,22,237,BH26_0956,01/03/2026,THUYTIEN,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",Tuyên Quang,1000270020150000,Xe nnp Thnng Nhnt TE Spaceboy 16 Café/nâu,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,AUTO_CLEAN,Chiếc,5.0,943888.0,4719440.0,<177639809695.27.6344863178936378387@thuytien.vn>,"Sun, 01 Mar 2026 11:52:01 +0700"
238,22,238,BH26_0956,01/03/2026,THUYTIEN,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",Tuyên Quang,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,Xe đạp Thống Nhất TE Bunny 16 Hồng,AUTO_CLEAN,Chiếc,10.0,943888.0,9438880.0,<177639809695.27.6344863178936378387@thuytien.vn>,"Sun, 01 Mar 2026 11:52:01 +0700"
239,22,239,BH26_0956,01/03/2026,THUYTIEN,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",Tuyên Quang,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,Xe đạp Thống Nhất SK 24 nen,AUTO_CLEAN,Chiếc,1.0,1622222.0,1622222.0,<177639809695.27.6344863178936378387@thuytien.vn>,"Sun, 01 Mar 2026 11:52:01 +0700"
240,22,240,BH26_0956,01/03/2026,THUYTIEN,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",Tuyên Quang,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,Xe đạp Thống Nhất SK 20 nen,AUTO_CLEAN,Chiếc,5.0,1377777.0,6888885.0,<177639809695.27.6344863178936378387@thuytien.vn>,"Sun, 01 Mar 2026 11:52:01 +0700"
241,22,241,BH26_0956,01/03/2026,THUYTIEN,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",Tuyên Quang,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,Xe đạp Thống Nhất Puppy 20 Hồng,AUTO_CLEAN,Chiếc,5.0,1310555.0,6552775.0,<177639809695.27.6344863178936378387@thuytien.vn>,"Sun, 01 Mar 2026 11:52:01 +0700"
242,23,242,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,1000400050200000,Xe nnp Thnng Nhnt MTB SPD 27.5 17 Xanh,Xe đạp Thống Nhất MTB SPD 27.5 17 Xanh,AUTO_CLEAN,Chiếc,2.0,2960555.0,5921110.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
243,23,243,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,1000400050020000,Xe nnp Thnng Nhnt MTB SPD 27.5 17 Trnng,Xe đạp Thống Nhất MTB SPD 27.5 17 Trắng,AUTO_CLEAN,Chiếc,3.0,2960555.0,8881665.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
244,23,244,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,1000400050010000,Xe nnp Thnng Nhnt MTB SPD 27.5 17 nen,Xe đạp Thống Nhất MTB SPD 27.5 17 nen,AUTO_CLEAN,Chiếc,5.0,2960555.0,14802775.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
245,23,245,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,1000320050200000,Xe nnp Thnng Nhnt Road RPD 700C V5 Xanh,Xe đạp Thống Nhất Road RPD 700C V5 Xanh,AUTO_CLEAN,daC trhninic,3.0,2960555.0,8881665.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
246,23,246,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,1000320050020000,Xe nnp Thnng Nhnt Road RPD 700C V5 Trnng,Xe đạp Thống Nhất Road RPD 700C V5 Trắng,AUTO_CLEAN,Chiếc,2.0,2960555.0,5921110.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
247,23,247,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,Xe đạp Thống Nhất LD 26 Kem,AUTO_CLEAN,Chiếc,1.0,1799444.0,1799444.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
248,23,248,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,Xe đạp Thống Nhất LD 26 Pastel Hồng,AUTO_CLEAN,Chiếc,1.0,1799444.0,1799444.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
249,23,249,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000217002001000,Xe nnp Thnng Nhnt GN 06-26 nen,Xe đạp Thống Nhất GN 06-26 nen,AUTO_CLEAN,Chiếc,1.0,1469444.0,1469444.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
250,23,250,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000217002007000,Xe nnp Thnng Nhnt GN 06-26 Coban,Xe đạp Thống Nhất GN 06-26 Cơ bản,AUTO_CLEAN,Chiếc,2.0,1469444.0,2938888.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
251,23,251,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,Xe đạp Thống Nhất New 26 Kem,AUTO_CLEAN,Chiếc,5.0,1616111.0,8080555.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
252,23,252,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000225002002000,Xe nnp Thnng Nhnt New 26 Trnng,Xe đạp Thống Nhất New 26 Trắng,AUTO_CLEAN,Chiếc,2.0,1616111.0,3232222.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
253,23,253,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,Xe đạp Thống Nhất New 26 Café/nâu,AUTO_CLEAN,Chiếc,1.0,1616111.0,1616111.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
254,23,254,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,Xe đạp Thống Nhất GN 06-26 2.0 nen,AUTO_CLEAN,Chiếc,5.0,1591666.0,7958330.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
255,23,255,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000219002012000,Xe nnp Thnng Nhnt GN 2.0 700C Ghi,Xe đạp Thống Nhất GN 2.0 700C Ghi,AUTO_CLEAN,Chiếc,4.0,1744444.0,6977776.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
256,23,256,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000219002022000,Xe nnp Thnng Nhnt GN 2.0 700C Xanh,Xe đạp Thống Nhất GN 2.0 700C Xanh,AUTO_CLEAN,Chiếc,8.0,1744444.0,13955552.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
257,23,257,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,Xe đạp Thống Nhất SK 24 nen,AUTO_CLEAN,Chiếc,1.0,1622222.0,1622222.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
258,23,258,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,Xe đạp Thống Nhất SK 20 nen,AUTO_CLEAN,Chiếc,4.0,1377777.0,5511108.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
259,23,259,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000336002004000,Xe nnp Thnng Nhnt SK 20 nn,Xe đạp Thống Nhất SK 20 nn,AUTO_CLEAN,Chiếc,5.0,1377777.0,6888885.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
260,23,260,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,Xe đạp Thống Nhất SK 20 xanh,AUTO_CLEAN,Chiếc,2.0,1377777.0,2755554.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
261,23,261,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000131002004005,Xe nnp Thnng Nhnt GN 06 20 2024 nn,Xe đạp Thống Nhất GN 06 20 2024 nn,AUTO_CLEAN,Chiếc,2.0,1169907.0,2339814.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
262,23,262,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,Xe đạp Thống Nhất Puppy 20 Hồng,AUTO_CLEAN,Chiếc,4.0,1310555.0,5242220.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
263,23,263,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000125002023000,Xe nnp Thnng Nhnt Puppy 20 Kem,Xe đạp Thống Nhất Puppy 20 Kem,AUTO_CLEAN,Chiếc,3.0,1310555.0,3931665.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
264,23,264,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000125002013000,Xe nnp Thnng Nhnt Puppy 20 Xanh,Xe đạp Thống Nhất Puppy 20 Xanh,AUTO_CLEAN,Chiếc,1.0,1310555.0,1310555.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
265,23,265,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000224002023000,Xe nnp Thnng Nhnt New 24 Kem,Xe đạp Thống Nhất New 24 Kem,AUTO_CLEAN,Chiếc,6.0,1555000.0,9330000.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
266,23,266,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,Xe đạp Thống Nhất LD 26 Kem,AUTO_CLEAN,Chiếc,5.0,1799444.0,8997220.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
267,23,267,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000230002013000,Xe nnp Thnng Nhnt LD 26 Pastel Xanh,Xe đạp Thống Nhất LD 26 Pastel Xanh,AUTO_CLEAN,Chiếc,3.0,1799444.0,5398332.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
268,23,268,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,Xe đạp Thống Nhất LD 26 Pastel Hồng,AUTO_CLEAN,Chiếc,2.0,1799444.0,3598888.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
269,23,269,BH26_0957,01/03/2026,QUANGVINH,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",Phú Thọ,000230002002000,Xe nnp Thnng Nhnt LD 26 Trnng,Xe đạp Thống Nhất LD 26 Trắng,AUTO_CLEAN,Chiếc,1.0,1799444.0,1799444.0,<177639809690.27.10353144037217341363@quangvinh.vn>,"Sun, 01 Mar 2026 13:46:16 +0700"
270,24,270,BH26_0958,01/03/2026,THANHBINH,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,135037784,"Ngô Quyền, Phường An Hải, Thành phố Đà Nẵng",Đà Nẵng,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,Xe đạp Thống Nhất SK 24 ghi,AUTO_CLEAN,Chiếc,2.0,1622222.0,3244444.0,<177639809689.27.4291835990902352011@thanhbinh.vn>,"Sun, 01 Mar 2026 17:46:15 +0700"
271,24,271,BH26_0958,01/03/2026,THANHBINH,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,135037784,"Ngô Quyền, Phường An Hải, Thành phố Đà Nẵng",Đà Nẵng,000337002022000,Xe nnp Thnng Nhnt SK 24 xanh,Xe đạp Thống Nhất SK 24 xanh,AUTO_CLEAN,Chiếc,1.0,1622222.0,1622222.0,<177639809689.27.4291835990902352011@thanhbinh.vn>,"Sun, 01 Mar 2026 17:46:15 +0700"
272,24,272,BH26_0958,01/03/2026,THANHBINH,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,135037784,"Ngô Quyền, Phường An Hải, Thành phố Đà Nẵng",Đà Nẵng,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,Xe đạp Thống Nhất SK 20 nen,AUTO_CLEAN,Chiếc,1.0,1377777.0,1377777.0,<177639809689.27.4291835990902352011@thanhbinh.vn>,"Sun, 01 Mar 2026 17:46:15 +0700"
273,24,273,BH26_0958,01/03/2026,THANHBINH,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,135037784,"Ngô Quyền, Phường An Hải, Thành phố Đà Nẵng",Đà Nẵng,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,Xe đạp Thống Nhất SK 20 xanh,AUTO_CLEAN,Chiếc,1.0,1377777.0,1377777.0,<177639809689.27.4291835990902352011@thanhbinh.vn>,"Sun, 01 Mar 2026 17:46:15 +0700"
274,24,274,BH26_0958,01/03/2026,THANHBINH,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,135037784,"Ngô Quyền, Phường An Hải, Thành phố Đà Nẵng",Đà Nẵng,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,Xe đạp Thống Nhất MTB 26-02 nen,AUTO_CLEAN,Chiếc,1.0,1799444.0,1799444.0,<177639809689.27.4291835990902352011@thanhbinh.vn>,"Sun, 01 Mar 2026 17:46:15 +0700"
275,24,275,BH26_0958,01/03/2026,THANHBINH,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,135037784,"Ngô Quyền, Phường An Hải, Thành phố Đà Nẵng",Đà Nẵng,000217002001000,Xe nnp Thnng Nhnt GN 06-26 nen,Xe đạp Thống Nhất GN 06-26 nen,AUTO_CLEAN,Chiếc,2.0,1469444.0,2938888.0,<177639809689.27.4291835990902352011@thanhbinh.vn>,"Sun, 01 Mar 2026 17:46:15 +0700"
276,24,276,BH26_0958,01/03/2026,THANHBINH,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,135037784,"Ngô Quyền, Phường An Hải, Thành phố Đà Nẵng",Đà Nẵng,1000320050200000,Xe nnp Thnng Nhnt Road RPD 700C V5 Xanh,Xe đạp Thống Nhất Road RPD 700C V5 Xanh,AUTO_CLEAN,daC trhninic,1.0,2960555.0,2960555.0,<177639809689.27.4291835990902352011@thanhbinh.vn>,"Sun, 01 Mar 2026 17:46:15 +0700"
277,24,277,BH26_0958,01/03/2026,THANHBINH,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,135037784,"Ngô Quyền, Phường An Hải, Thành phố Đà Nẵng",Đà Nẵng,000131002008001,Xe nnp Thnng Nhnt GN 06 20 2024 Ghi,Xe đạp Thống Nhất GN 06 20 2024 Ghi,AUTO_CLEAN,Chiếc,2.0,1169907.0,2339814.0,<177639809689.27.4291835990902352011@thanhbinh.vn>,"Sun, 01 Mar 2026 17:46:15 +0700"
278,25,278,BH26_0959,01/03/2026,QUANGVINH,CÔNG TY CỔ PHẦN QUANG VINH,161267125,"Trần Kế Xương, Phường Hải Châu, Thành phố Đà Nẵng",Đà Nẵng,000225002025000,Xe nnp Thnng Nhnt New 26 Xanh mint,Xe đạp Thống Nhất New 26 Xanh mint,AUTO_CLEAN,Chiếc,8.0,1616111.0,12928888.0,<177639809689.27.586287033698423193@quangvinh.vn>,"Sun, 01 Mar 2026 16:44:01 +0700"
279,25,279,BH26_0959,01/03/2026,QUANGVINH,CÔNG TY CỔ PHẦN QUANG VINH,161267125,"Trần Kế Xương, Phường Hải Châu, Thành phố Đà Nẵng",Đà Nẵng,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,Xe đạp Thống Nhất New 26 Kem,AUTO_CLEAN,Chiếc,2.0,1616111.0,3232222.0,<177639809689.27.586287033698423193@quangvinh.vn>,"Sun, 01 Mar 2026 16:44:01 +0700"
280,25,280,BH26_0959,01/03/2026,QUANGVINH,CÔNG TY CỔ PHẦN QUANG VINH,161267125,"Trần Kế Xương, Phường Hải Châu, Thành phố Đà Nẵng",Đà Nẵng,000125002023000,Xe nnp Thnng Nhnt Puppy 20 Kem,Xe đạp Thống Nhất Puppy 20 Kem,AUTO_CLEAN,Chiếc,2.0,1310555.0,2621110.0,<177639809689.27.586287033698423193@quangvinh.vn>,"Sun, 01 Mar 2026 16:44:01 +0700"
281,25,281,BH26_0959,01/03/2026,QUANGVINH,CÔNG TY CỔ PHẦN QUANG VINH,161267125,"Trần Kế Xương, Phường Hải Châu, Thành phố Đà Nẵng",Đà Nẵng,000335002013000,Xe nnp Thnng Nhnt Super 24 Xanh,Xe đạp Thống Nhất Super 24 Xanh,AUTO_CLEAN,Chiếc,2.0,2105000.0,4210000.0,<177639809689.27.586287033698423193@quangvinh.vn>,"Sun, 01 Mar 2026 16:44:01 +0700"
282,26,282,BH26_0960,01/03/2026,THANHBINH,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",Hà Nội,000230002013000,Xe nnp Thnng Nhnt LD 26 Pastel Xanh,Xe đạp Thống Nhất LD 26 Pastel Xanh,AUTO_CLEAN,Chiếc,2.0,1799444.0,3598888.0,<177639809689.27.10060236952204337488@thanhbinh.vn>,"Sun, 01 Mar 2026 15:57:17 +0700"
283,26,283,BH26_0960,01/03/2026,THANHBINH,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",Hà Nội,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,Xe đạp Thống Nhất SK 24 ghi,AUTO_CLEAN,Chiếc,3.0,1622222.0,4866666.0,<177639809689.27.10060236952204337488@thanhbinh.vn>,"Sun, 01 Mar 2026 15:57:17 +0700"
284,26,284,BH26_0960,01/03/2026,THANHBINH,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",Hà Nội,000337002022000,Xe nnp Thnng Nhnt SK 24 xanh,Xe đạp Thống Nhất SK 24 xanh,AUTO_CLEAN,Chiếc,2.0,1622222.0,3244444.0,<177639809689.27.10060236952204337488@thanhbinh.vn>,"Sun, 01 Mar 2026 15:57:17 +0700"
285,26,285,BH26_0960,01/03/2026,THANHBINH,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",Hà Nội,000125002002000,Xe nnp Thnng Nhnt Puppy 20 Trnng,Xe đạp Thống Nhất Puppy 20 Trắng,AUTO_CLEAN,Chiếc,2.0,1310555.0,2621110.0,<177639809689.27.10060236952204337488@thanhbinh.vn>,"Sun, 01 Mar 2026 15:57:17 +0700"
286,26,286,BH26_0960,01/03/2026,THANHBINH,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",Hà Nội,000125002013000,Xe nnp Thnng Nhnt Puppy 20 Xanh,Xe đạp Thống Nhất Puppy 20 Xanh,AUTO_CLEAN,Chiếc,2.0,1310555.0,2621110.0,<177639809689.27.10060236952204337488@thanhbinh.vn>,"Sun, 01 Mar 2026 15:57:17 +0700"
287,26,287,BH26_0960,01/03/2026,THANHBINH,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",Hà Nội,000209002003000,Xe nnp Thnng Nhnt 219-26 nn nun,Xe đạp Thống Nhất 219-26 nn nun,AUTO_CLEAN,Chiếc,2.0,1469444.0,2938888.0,<177639809689.27.10060236952204337488@thanhbinh.vn>,"Sun, 01 Mar 2026 15:57:17 +0700"
288,26,288,BH26_0960,01/03/2026,THANHBINH,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",Hà Nội,000231002002000,Xe nnp Thnng Nhnt LD 26 We Bare Bears Trnn,Xe đạp Thống Nhất LD 26 We Bare Bears Trnn,AUTO_CLEAN,gChiếc,1.0,2172222.0,2172222.0,<177639809689.27.10060236952204337488@thanhbinh.vn>,"Sun, 01 Mar 2026 15:57:17 +0700"
289,26,289,BH26_0960,01/03/2026,THANHBINH,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",Hà Nội,000231002023000,Xe nnp Thnng Nhnt LD 26 We Bare Bears Kem,Xe đạp Thống Nhất LD 26 We Bare Bears Kem,AUTO_CLEAN,Chiếc,1.0,2172222.0,2172222.0,<177639809689.27.10060236952204337488@thanhbinh.vn>,"Sun, 01 Mar 2026 15:57:17 +0700"
290,26,290,BH26_0960,01/03/2026,THANHBINH,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",Hà Nội,000225002002000,Xe nnp Thnng Nhnt New 26 Trnng,Xe đạp Thống Nhất New 26 Trắng,AUTO_CLEAN,Chiếc,3.0,1616111.0,4848333.0,<177639809689.27.10060236952204337488@thanhbinh.vn>,"Sun, 01 Mar 2026 15:57:17 +0700"
291,26,291,BH26_0960,01/03/2026,THANHBINH,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",Hà Nội,000225002025000,Xe nnp Thnng Nhnt New 26 Xanh mint,Xe đạp Thống Nhất New 26 Xanh mint,AUTO_CLEAN,Chiếc,2.0,1616111.0,3232222.0,<177639809689.27.10060236952204337488@thanhbinh.vn>,"Sun, 01 Mar 2026 15:57:17 +0700"
292,26,292,BH26_0960,01/03/2026,THANHBINH,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",Hà Nội,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,Xe đạp Thống Nhất New 26 Café/nâu,AUTO_CLEAN,Chiếc,2.0,1616111.0,3232222.0,<177639809689.27.10060236952204337488@thanhbinh.vn>,"Sun, 01 Mar 2026 15:57:17 +0700"
293,26,293,BH26_0960,01/03/2026,THANHBINH,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",Hà Nội,000225002009000,Xe nnp Thnng Nhnt New 26 Hnng,Xe đạp Thống Nhất New 26 Hồng,AUTO_CLEAN,Chiếc,1.0,1616111.0,1616111.0,<177639809689.27.10060236952204337488@thanhbinh.vn>,"Sun, 01 Mar 2026 15:57:17 +0700"
